state_name,state,congress,s_upper,s_lower,race_type,election_name,voter_power,D_running,R_running,R_running_2,D_link,R_link,R_link_2,cook_rating
Wisconsin,55,,7,,State Leg (Upper),State Senate District 7,0,,,,,,
Wisconsin,55,,8,,State Leg (Upper),State Senate District 8,54,,,,,,
Wisconsin,55,,9,,State Leg (Upper),State Senate District 9,0,,,,,,
Wisconsin,55,,10,,State Leg (Upper),State Senate District 10,39,,,,,,
Wisconsin,55,,11,,State Leg (Upper),State Senate District 11,0,,,,,,
Wisconsin,55,,12,,State Leg (Upper),State Senate District 12,14,,,,,,
Wisconsin,55,,13,,State Leg (Upper),State Senate District 13,0,,,,,,
Wisconsin,55,,14,,State Leg (Upper),State Senate District 14,62,Sarah Keyeski,,Joan Ballweg (incumbent),https://www.keyeskiforwi.com/,https://www.joanballwegwi.com/,
Wisconsin,55,,15,,State Leg (Upper),State Senate District 15,0,,,,,,
Wisconsin,55,,16,,State Leg (Upper),State Senate District 16,9,,,,,,
Wisconsin,55,,17,,State Leg (Upper),State Senate District 17,0,,,,,,
Wisconsin,55,,18,,State Leg (Upper),State Senate District 18,76,Kristin Alfheim,,Anthony Phillips,https://www.alfheimforwisconsin.org/,https://phillipsforwisconsin.com/,
Wisconsin,55,,19,,State Leg (Upper),State Senate District 19,0,,,,,,
Wisconsin,55,,20,,State Leg (Upper),State Senate District 20,5,,,,,,
Wisconsin,55,,21,,State Leg (Upper),State Senate District 21,0,,,,,,
Wisconsin,55,,22,,State Leg (Upper),State Senate District 22,37,,,,,,
Wisconsin,55,,23,,State Leg (Upper),State Senate District 23,0,,,,,,
Wisconsin,55,,24,,State Leg (Upper),State Senate District 24,81,Collin McNamara,Patrick Testin (incumbent),,https://collinforsenate.com/,https://patricktestin.com/,
Wisconsin,55,,25,,State Leg (Upper),State Senate District 25,0,,,,,,
Wisconsin,55,,26,,State Leg (Upper),State Senate District 26,1,,,,,,
Wisconsin,55,,27,,State Leg (Upper),State Senate District 27,0,,,,,,
Wisconsin,55,,28,,State Leg (Upper),State Senate District 28,9,,,,,,
Wisconsin,55,,29,,State Leg (Upper),State Senate District 29,0,,,,,,
Wisconsin,55,,30,,State Leg (Upper),State Senate District 30,100,Jamie Wall,Jim Rafter,,https://www.wallforwisconsin.com/,https://rafterforwisconsin.com/,
Wisconsin,55,,31,,State Leg (Upper),State Senate District 31,0,,,,,,
Wisconsin,55,,32,,State Leg (Upper),State Senate District 32,62,Brad Pfaff (incumbent),Stacey Klein,,https://bradpfaff.com/,https://staceyforwisconsin.com/,
Wisconsin,55,,33,,State Leg (Upper),State Senate District 33,0,,,,,,
